ra,ano_base,fase,turma,score,target,dataset_split,pair_label,genero,instituicao,ano_ingresso,tempo_casa,ano_nasc,idade,defasagem_t,defasagem_t_is0,defasagem_t_bin_1,defasagem_t_bin_2plus,matem,portug,ingles,fez_ingles,media_provas,disp_provas,ieg,iaa,ips,fase_raw,turma_mean_media_provas,turma_std_media_provas,turma__p25_media_provas,turma__p75_media_provas,turma_mean_matem,turma_std_matem,turma__p25_matem,turma__p75_matem,turma_mean_portug,turma_std_portug,turma__p25_portug,turma__p75_portug,turma_mean_ieg,turma_std_ieg,turma__p25_ieg,turma__p75_ieg,turma_mean_ips,turma_std_ips,turma__p25_ips,turma__p75_ips,turma_mean_iaa,turma_std_iaa,turma__p25_iaa,turma__p75_iaa,fase_mean_media_provas,fase_std_media_provas,fase__p25_media_provas,fase__p75_media_provas,fase_mean_matem,fase_std_matem,fase__p25_matem,fase__p75_matem,fase_mean_portug,fase_std_portug,fase__p25_portug,fase__p75_portug,fase_mean_ieg,fase_std_ieg,fase__p25_ieg,fase__p75_ieg,fase_mean_ips,fase_std_ips,fase__p25_ips,fase__p75_ips,fase_mean_iaa,fase_std_iaa,fase__p25_iaa,fase__p75_iaa,global_mean_media_provas,global_std_media_provas,global__p25_media_provas,global__p75_media_provas,global_mean_matem,global_std_matem,global__p25_matem,global__p75_matem,global_mean_portug,global_std_portug,global__p25_portug,global__p75_portug,global_mean_ieg,global_std_ieg,global__p25_ieg,global__p75_ieg,global_mean_ips,global_std_ips,global__p25_ips,global__p75_ips,global_mean_iaa,global_std_iaa,global__p25_iaa,global__p75_iaa,delta_turma_media_provas,z_turma_media_provas,delta_fase_media_provas,z_fase_media_provas,delta_turma_matem,z_turma_matem,delta_fase_matem,z_fase_matem,delta_turma_portug,z_turma_portug,delta_fase_portug,z_fase_portug,delta_turma_ieg,z_turma_ieg,delta_fase_ieg,z_fase_ieg,delta_turma_ips,z_turma_ips,delta_fase_ips,z_fase_ips,delta_turma_iaa,z_turma_iaa,delta_fase_iaa,z_fase_iaa,abaixo_p25_turma_media_provas,abaixo_p25_turma_matem,abaixo_p25_turma_ieg
RA-350,2022,2,D,3.546385231894041,0,train,2022->2023,F,Escola Pública,2022,0,2011.0,11.0,0,1,0,0,7.0,6.0,7.2,0,6.5,0.5,8.8,10.0,7.5,2,6.660606060606061,1.570169058162885,5.2,7.8,6.793939393939394,1.6588662155858502,5.3,8.0,6.587878787878788,2.210734829157148,6.3,8.0,8.86060606060606,1.0553255996194353,8.5,9.6,7.212121212121212,0.9239039370240204,7.5,7.5,7.818181818181818,2.700399802049521,7.5,9.5,5.5406249999999995,1.990716418304754,4.074999999999999,7.25,4.752678571428571,2.4892547392772313,2.925,6.5,6.328571428571428,2.0840202213846877,5.2,8.0,8.438392857142857,1.242798754897085,7.9,9.3,6.826785714285714,1.0389688358927047,5.6,7.5,8.488392857142857,1.5841981821441657,8.0,9.5,6.458277777777778,1.8921299670361091,5.2,7.854166666666666,6.1575,2.3307146546361177,4.7,8.0,6.66,1.9048922167046878,5.7,8.0,8.300833333333333,1.3658422972133284,7.7,9.225,6.903333333333333,1.0841807823591747,5.6,7.5,8.443,1.8234104610635136,8.0,9.5,-0.16060606060606109,-0.10228583971331846,0.9593750000000005,0.4819244926994579,0.20606060606060606,0.12421773626140976,2.2473214285714294,0.9028089383989488,-0.5878787878787879,-0.265920082375017,-0.3285714285714283,-0.15766230346513396,-0.060606060606058776,-0.057428778973914914,0.3616071428571441,0.29096194491045213,0.28787878787878807,0.3115895239131377,0.6732142857142858,0.6479638873247294,2.1818181818181817,0.8079611693654578,1.5116071428571427,0.9541780566944136,0,0,0
RA-352,2022,2,D,2.8537246179257894,0,train,2022->2023,M,Escola Pública,2019,3,2011.0,11.0,0,1,0,0,7.3,6.7,7.2,0,7.0,0.2999999999999998,8.1,9.0,5.6,2,6.660606060606061,1.570169058162885,5.2,7.8,6.793939393939394,1.6588662155858502,5.3,8.0,6.587878787878788,2.210734829157148,6.3,8.0,8.86060606060606,1.0553255996194353,8.5,9.6,7.212121212121212,0.9239039370240204,7.5,7.5,7.818181818181818,2.700399802049521,7.5,9.5,5.5406249999999995,1.990716418304754,4.074999999999999,7.25,4.752678571428571,2.4892547392772313,2.925,6.5,6.328571428571428,2.0840202213846877,5.2,8.0,8.438392857142857,1.242798754897085,7.9,9.3,6.826785714285714,1.0389688358927047,5.6,7.5,8.488392857142857,1.5841981821441657,8.0,9.5,6.458277777777778,1.8921299670361091,5.2,7.854166666666666,6.1575,2.3307146546361177,4.7,8.0,6.66,1.9048922167046878,5.7,8.0,8.300833333333333,1.3658422972133284,7.7,9.225,6.903333333333333,1.0841807823591747,5.6,7.5,8.443,1.8234104610635136,8.0,9.5,0.3393939393939389,0.21615120845078525,1.4593750000000005,0.7330903520867974,0.5060606060606059,0.3050641464066974,2.547321428571429,1.0233269373270564,0.11212121212121229,0.050716716741627026,0.3714285714285719,0.17822695174319528,-0.7606060606060598,-0.7207311761226532,-0.33839285714285694,-0.27228290647175535,-1.6121212121212123,-1.7449013339135702,-1.2267857142857146,-1.1807723888384327,1.1818181818181817,0.4376456334062896,0.5116071428571427,0.3229439022362072,0,0,1
RA-353,2022,2,D,2.3507658397389517,0,train,2022->2023,F,Escola Pública,2022,0,2011.0,11.0,0,1,0,0,8.0,7.0,7.2,0,7.5,0.5,10.0,7.0,7.5,2,6.660606060606061,1.570169058162885,5.2,7.8,6.793939393939394,1.6588662155858502,5.3,8.0,6.587878787878788,2.210734829157148,6.3,8.0,8.86060606060606,1.0553255996194353,8.5,9.6,7.212121212121212,0.9239039370240204,7.5,7.5,7.818181818181818,2.700399802049521,7.5,9.5,5.5406249999999995,1.990716418304754,4.074999999999999,7.25,4.752678571428571,2.4892547392772313,2.925,6.5,6.328571428571428,2.0840202213846877,5.2,8.0,8.438392857142857,1.242798754897085,7.9,9.3,6.826785714285714,1.0389688358927047,5.6,7.5,8.488392857142857,1.5841981821441657,8.0,9.5,6.458277777777778,1.8921299670361091,5.2,7.854166666666666,6.1575,2.3307146546361177,4.7,8.0,6.66,1.9048922167046878,5.7,8.0,8.300833333333333,1.3658422972133284,7.7,9.225,6.903333333333333,1.0841807823591747,5.6,7.5,8.443,1.8234104610635136,8.0,9.5,0.8393939393939389,0.534588256614889,1.9593750000000005,0.984256211474137,1.206060606060606,0.7270391034123689,3.2473214285714294,1.3045356014926406,0.4121212121212121,0.1864182020773315,0.6714285714285717,0.32217948968962196,1.1393939393939405,1.079661044709634,1.5616071428571434,1.2565245472799487,0.28787878787878807,0.3115895239131377,0.6732142857142858,0.6479638873247294,-0.8181818181818183,-0.30298543851204673,-1.4883928571428573,-0.9395244066802054,0,0,0
RA-356,2022,2,D,95.4424137848958,1,train,2022->2023,M,Escola Pública,2019,3,2010.0,12.0,-1,0,0,0,5.3,3.8,7.2,0,4.55,0.75,8.4,10.0,5.0,2,6.660606060606061,1.570169058162885,5.2,7.8,6.793939393939394,1.6588662155858502,5.3,8.0,6.587878787878788,2.210734829157148,6.3,8.0,8.86060606060606,1.0553255996194353,8.5,9.6,7.212121212121212,0.9239039370240204,7.5,7.5,7.818181818181818,2.700399802049521,7.5,9.5,5.5406249999999995,1.990716418304754,4.074999999999999,7.25,4.752678571428571,2.4892547392772313,2.925,6.5,6.328571428571428,2.0840202213846877,5.2,8.0,8.438392857142857,1.242798754897085,7.9,9.3,6.826785714285714,1.0389688358927047,5.6,7.5,8.488392857142857,1.5841981821441657,8.0,9.5,6.458277777777778,1.8921299670361091,5.2,7.854166666666666,6.1575,2.3307146546361177,4.7,8.0,6.66,1.9048922167046878,5.7,8.0,8.300833333333333,1.3658422972133284,7.7,9.225,6.903333333333333,1.0841807823591747,5.6,7.5,8.443,1.8234104610635136,8.0,9.5,-2.1106060606060613,-1.3441903275533231,-0.9906249999999996,-0.49762235891116624,-1.4939393939393941,-0.9005785878952209,0.5473214285714292,0.21987361113967266,-2.787878787878788,-1.2610643081701838,-2.5285714285714285,-1.2133142484055972,-0.46060606060605913,-0.4364587202017651,-0.03839285714285623,-0.030892255879380496,-2.212121212121212,-2.394319499543056,-1.8267857142857142,-1.7582680549952203,2.1818181818181817,0.8079611693654578,1.5116071428571427,0.9541780566944136,1,0,1
RA-357,2022,2,D,10.219950022444808,0,train,2022->2023,M,Escola Pública,2022,0,2010.0,12.0,-1,0,0,0,10.0,7.0,7.2,0,8.5,1.5,9.6,8.0,7.5,2,6.660606060606061,1.570169058162885,5.2,7.8,6.793939393939394,1.6588662155858502,5.3,8.0,6.587878787878788,2.210734829157148,6.3,8.0,8.86060606060606,1.0553255996194353,8.5,9.6,7.212121212121212,0.9239039370240204,7.5,7.5,7.818181818181818,2.700399802049521,7.5,9.5,5.5406249999999995,1.990716418304754,4.074999999999999,7.25,4.752678571428571,2.4892547392772313,2.925,6.5,6.328571428571428,2.0840202213846877,5.2,8.0,8.438392857142857,1.242798754897085,7.9,9.3,6.826785714285714,1.0389688358927047,5.6,7.5,8.488392857142857,1.5841981821441657,8.0,9.5,6.458277777777778,1.8921299670361091,5.2,7.854166666666666,6.1575,2.3307146546361177,4.7,8.0,6.66,1.9048922167046878,5.7,8.0,8.300833333333333,1.3658422972133284,7.7,9.225,6.903333333333333,1.0841807823591747,5.6,7.5,8.443,1.8234104610635136,8.0,9.5,1.839393939393939,1.1714623529430963,2.9593750000000005,1.4865879302488159,3.206060606060606,1.9326818377142871,5.247321428571429,2.1079889276800245,0.4121212121212121,0.1864182020773315,0.6714285714285717,0.32217948968962196,0.7393939393939402,0.7006311034817838,1.161607142857143,0.9346703464901159,0.28787878787878807,0.3115895239131377,0.6732142857142858,0.6479638873247294,0.18181818181818166,0.06733009744712143,-0.4883928571428573,-0.3082902522219991,0,0,0
RA-359,2022,2,D,92.38600879529486,1,train,2022->2023,F,Escola Pública,2019,3,2010.0,12.0,-1,0,0,0,3.3,5.8,7.2,0,4.55,1.25,7.0,9.0,7.5,2,6.660606060606061,1.570169058162885,5.2,7.8,6.793939393939394,1.6588662155858502,5.3,8.0,6.587878787878788,2.210734829157148,6.3,8.0,8.86060606060606,1.0553255996194353,8.5,9.6,7.212121212121212,0.9239039370240204,7.5,7.5,7.818181818181818,2.700399802049521,7.5,9.5,5.5406249999999995,1.990716418304754,4.074999999999999,7.25,4.752678571428571,2.4892547392772313,2.925,6.5,6.328571428571428,2.0840202213846877,5.2,8.0,8.438392857142857,1.242798754897085,7.9,9.3,6.826785714285714,1.0389688358927047,5.6,7.5,8.488392857142857,1.5841981821441657,8.0,9.5,6.458277777777778,1.8921299670361091,5.2,7.854166666666666,6.1575,2.3307146546361177,4.7,8.0,6.66,1.9048922167046878,5.7,8.0,8.300833333333333,1.3658422972133284,7.7,9.225,6.903333333333333,1.0841807823591747,5.6,7.5,8.443,1.8234104610635136,8.0,9.5,-2.1106060606060613,-1.3441903275533231,-0.9906249999999996,-0.49762235891116624,-3.493939393939394,-2.1062213221971393,-1.4526785714285708,-0.583579715047711,-0.7878787878787881,-0.3563877392654868,-0.5285714285714285,-0.25363066209608526,-1.8606060606060595,-1.7630635144992401,-1.4383928571428566,-1.157381958643794,0.28787878787878807,0.3115895239131377,0.6732142857142858,0.6479638873247294,1.1818181818181817,0.4376456334062896,0.5116071428571427,0.3229439022362072,1,1,1
RA-360,2022,2,D,95.12173406597744,1,train,2022->2023,F,Escola Pública,2019,3,2010.0,12.0,-1,0,0,0,4.7,5.7,7.2,0,5.2,0.5,8.5,9.5,7.5,2,6.660606060606061,1.570169058162885,5.2,7.8,6.793939393939394,1.6588662155858502,5.3,8.0,6.587878787878788,2.210734829157148,6.3,8.0,8.86060606060606,1.0553255996194353,8.5,9.6,7.212121212121212,0.9239039370240204,7.5,7.5,7.818181818181818,2.700399802049521,7.5,9.5,5.5406249999999995,1.990716418304754,4.074999999999999,7.25,4.752678571428571,2.4892547392772313,2.925,6.5,6.328571428571428,2.0840202213846877,5.2,8.0,8.438392857142857,1.242798754897085,7.9,9.3,6.826785714285714,1.0389688358927047,5.6,7.5,8.488392857142857,1.5841981821441657,8.0,9.5,6.458277777777778,1.8921299670361091,5.2,7.854166666666666,6.1575,2.3307146546361177,4.7,8.0,6.66,1.9048922167046878,5.7,8.0,8.300833333333333,1.3658422972133284,7.7,9.225,6.903333333333333,1.0841807823591747,5.6,7.5,8.443,1.8234104610635136,8.0,9.5,-1.460606060606061,-0.930222164939988,-0.3406249999999993,-0.1711067417076247,-2.0939393939393938,-1.2622714081857962,-0.052678571428570464,-0.021162386716542306,-0.8878787878787877,-0.4016215677107215,-0.6285714285714281,-0.30161484141156064,-0.3606060606060595,-0.34170123489480303,0.061607142857143415,0.0495712943180773,0.28787878787878807,0.3115895239131377,0.6732142857142858,0.6479638873247294,1.6818181818181817,0.6228034013858736,1.0116071428571427,0.6385609794653104,0,1,0
RA-362,2022,2,F,96.08462587840609,1,train,2022->2023,F,Escola Pública,2018,4,2010.0,12.0,-1,0,0,0,6.5,9.3,7.2,0,7.9,1.4000000000000004,7.9,8.5,7.5,2,6.7026666666666666,1.6721588419596278,5.641666666666667,7.791666666666666,6.274,2.1193770744427405,5.05,7.925,7.108,1.5747808399512457,6.5,8.149999999999999,8.424,1.4556799379096537,7.75,9.475,6.436,1.0911069084715237,5.6,7.5,8.566,1.5843121213823947,8.075,9.5,5.5406249999999995,1.990716418304754,4.074999999999999,7.25,4.752678571428571,2.4892547392772313,2.925,6.5,6.328571428571428,2.0840202213846877,5.2,8.0,8.438392857142857,1.242798754897085,7.9,9.3,6.826785714285714,1.0389688358927047,5.6,7.5,8.488392857142857,1.5841981821441657,8.0,9.5,6.458277777777778,1.8921299670361091,5.2,7.854166666666666,6.1575,2.3307146546361177,4.7,8.0,6.66,1.9048922167046878,5.7,8.0,8.300833333333333,1.3658422972133284,7.7,9.225,6.903333333333333,1.0841807823591747,5.6,7.5,8.443,1.8234104610635136,8.0,9.5,1.1973333333333338,0.7160404282706546,2.359375000000001,1.1851888989840087,0.22599999999999998,0.1066351064778897,1.7473214285714294,0.7019456068521029,2.192000000000001,1.3919397190963183,2.9714285714285724,1.4258156139455611,-0.5239999999999991,-0.35996923935934677,-0.5383928571428562,-0.43321000686667094,1.064,0.9751565055073326,0.6732142857142858,0.6479638873247294,-0.06600000000000072,-0.041658458020514474,0.011607142857142705,0.007326825007104084,0,0,0
RA-363,2022,2,F,4.560287296028098,0,train,2022->2023,M,Escola Pública,2022,0,2010.0,12.0,-1,0,0,0,1.0,3.0,7.2,0,2.0,1.0,10.0,10.0,6.9,2,6.7026666666666666,1.6721588419596278,5.641666666666667,7.791666666666666,6.274,2.1193770744427405,5.05,7.925,7.108,1.5747808399512457,6.5,8.149999999999999,8.424,1.4556799379096537,7.75,9.475,6.436,1.0911069084715237,5.6,7.5,8.566,1.5843121213823947,8.075,9.5,5.5406249999999995,1.990716418304754,4.074999999999999,7.25,4.752678571428571,2.4892547392772313,2.925,6.5,6.328571428571428,2.0840202213846877,5.2,8.0,8.438392857142857,1.242798754897085,7.9,9.3,6.826785714285714,1.0389688358927047,5.6,7.5,8.488392857142857,1.5841981821441657,8.0,9.5,6.458277777777778,1.8921299670361091,5.2,7.854166666666666,6.1575,2.3307146546361177,4.7,8.0,6.66,1.9048922167046878,5.7,8.0,8.300833333333333,1.3658422972133284,7.7,9.225,6.903333333333333,1.0841807823591747,5.6,7.5,8.443,1.8234104610635136,8.0,9.5,-4.7026666666666666,-2.8123325061365234,-3.5406249999999995,-1.7785682417865976,-5.274,-2.488467042320311,-3.7526785714285706,-1.5075510401632022,-4.108,-2.608616955313719,-3.3285714285714283,-1.5971876829294018,1.5760000000000005,1.082655574867045,1.5616071428571434,1.2565245472799487,0.4640000000000004,0.42525622044680705,0.07321428571428612,0.07046822116794178,1.4339999999999993,0.9051246788093495,1.5116071428571427,0.9541780566944136,1,1,0
RA-364,2022,2,F,3.503887352883023,0,train,2022->2023,M,Escola Pública,2019,3,2011.0,11.0,0,1,0,0,9.5,8.0,7.2,0,8.75,0.75,10.0,9.5,7.5,2,6.7026666666666666,1.6721588419596278,5.641666666666667,7.791666666666666,6.274,2.1193770744427405,5.05,7.925,7.108,1.5747808399512457,6.5,8.149999999999999,8.424,1.4556799379096537,7.75,9.475,6.436,1.0911069084715237,5.6,7.5,8.566,1.5843121213823947,8.075,9.5,5.5406249999999995,1.990716418304754,4.074999999999999,7.25,4.752678571428571,2.4892547392772313,2.925,6.5,6.328571428571428,2.0840202213846877,5.2,8.0,8.438392857142857,1.242798754897085,7.9,9.3,6.826785714285714,1.0389688358927047,5.6,7.5,8.488392857142857,1.5841981821441657,8.0,9.5,6.458277777777778,1.8921299670361091,5.2,7.854166666666666,6.1575,2.3307146546361177,4.7,8.0,6.66,1.9048922167046878,5.7,8.0,8.300833333333333,1.3658422972133284,7.7,9.225,6.903333333333333,1.0841807823591747,5.6,7.5,8.443,1.8234104610635136,8.0,9.5,2.0473333333333334,1.2243653425496546,3.2093750000000005,1.6121708599424858,3.226,1.5221453694587264,4.747321428571429,1.9071255961331783,0.8920000000000003,0.5664280243767864,1.6714285714285717,0.8020212828443779,1.5760000000000005,1.082655574867045,1.5616071428571434,1.2565245472799487,1.064,0.9751565055073326,0.6732142857142858,0.6479638873247294,0.9339999999999993,0.5895302998660615,1.0116071428571427,0.6385609794653104,0,0,0
RA-365,2022,2,F,8.853007382265588,0,train,2022->2023,F,Escola Pública,2022,0,2012.0,10.0,0,1,0,0,6.0,9.5,7.2,0,7.75,1.75,10.0,8.0,5.0,2,6.7026666666666666,1.6721588419596278,5.641666666666667,7.791666666666666,6.274,2.1193770744427405,5.05,7.925,7.108,1.5747808399512457,6.5,8.149999999999999,8.424,1.4556799379096537,7.75,9.475,6.436,1.0911069084715237,5.6,7.5,8.566,1.5843121213823947,8.075,9.5,5.5406249999999995,1.990716418304754,4.074999999999999,7.25,4.752678571428571,2.4892547392772313,2.925,6.5,6.328571428571428,2.0840202213846877,5.2,8.0,8.438392857142857,1.242798754897085,7.9,9.3,6.826785714285714,1.0389688358927047,5.6,7.5,8.488392857142857,1.5841981821441657,8.0,9.5,6.458277777777778,1.8921299670361091,5.2,7.854166666666666,6.1575,2.3307146546361177,4.7,8.0,6.66,1.9048922167046878,5.7,8.0,8.300833333333333,1.3658422972133284,7.7,9.225,6.903333333333333,1.0841807823591747,5.6,7.5,8.443,1.8234104610635136,8.0,9.5,1.0473333333333334,0.6263360316331839,2.2093750000000005,1.1098391411678068,-0.274,-0.1292832706855831,1.2473214285714294,0.501082275305257,2.3920000000000003,1.518941518283938,3.1714285714285717,1.5217839725765119,1.5760000000000005,1.082655574867045,1.5616071428571434,1.2565245472799487,-1.436,-1.3160946822448585,-1.8267857142857142,-1.7582680549952203,-0.5660000000000007,-0.3572528369638025,-0.4883928571428573,-0.3082902522219991,0,0,0
RA-367,2022,2,F,96.6871709341467,1,train,2022->2023,F,Escola Pública,2018,4,2010.0,12.0,-1,0,0,0,5.2,8.2,7.2,0,6.699999999999999,1.4999999999999996,7.4,8.5,6.3,2,6.7026666666666666,1.6721588419596278,5.641666666666667,7.791666666666666,6.274,2.1193770744427405,5.05,7.925,7.108,1.5747808399512457,6.5,8.149999999999999,8.424,1.4556799379096537,7.75,9.475,6.436,1.0911069084715237,5.6,7.5,8.566,1.5843121213823947,8.075,9.5,5.5406249999999995,1.990716418304754,4.074999999999999,7.25,4.752678571428571,2.4892547392772313,2.925,6.5,6.328571428571428,2.0840202213846877,5.2,8.0,8.438392857142857,1.242798754897085,7.9,9.3,6.826785714285714,1.0389688358927047,5.6,7.5,8.488392857142857,1.5841981821441657,8.0,9.5,6.458277777777778,1.8921299670361091,5.2,7.854166666666666,6.1575,2.3307146546361177,4.7,8.0,6.66,1.9048922167046878,5.7,8.0,8.300833333333333,1.3658422972133284,7.7,9.225,6.903333333333333,1.0841807823591747,5.6,7.5,8.443,1.8234104610635136,8.0,9.5,-0.002666666666667261,-0.0015947448291109443,1.1593749999999998,0.5823908364543934,-1.0739999999999998,-0.5067526741471395,0.44732142857142954,0.1797009448303036,1.0919999999999996,0.6934298235644062,1.871428571428571,0.8979896414753288,-1.0239999999999991,-0.7034513379846782,-1.0383928571428562,-0.8355277578539614,-0.13600000000000012,-0.12464406461371931,-0.5267857142857144,-0.5070274449888467,-0.06600000000000072,-0.041658458020514474,0.011607142857142705,0.007326825007104084,0,0,1
RA-368,2022,2,F,13.358593457154432,0,train,2022->2023,M,Rede Decisão,2018,4,2009.0,13.0,-1,0,0,0,5.5,9.0,7.2,0,7.25,1.75,7.9,8.0,5.0,2,6.7026666666666666,1.6721588419596278,5.641666666666667,7.791666666666666,6.274,2.1193770744427405,5.05,7.925,7.108,1.5747808399512457,6.5,8.149999999999999,8.424,1.4556799379096537,7.75,9.475,6.436,1.0911069084715237,5.6,7.5,8.566,1.5843121213823947,8.075,9.5,5.5406249999999995,1.990716418304754,4.074999999999999,7.25,4.752678571428571,2.4892547392772313,2.925,6.5,6.328571428571428,2.0840202213846877,5.2,8.0,8.438392857142857,1.242798754897085,7.9,9.3,6.826785714285714,1.0389688358927047,5.6,7.5,8.488392857142857,1.5841981821441657,8.0,9.5,6.458277777777778,1.8921299670361091,5.2,7.854166666666666,6.1575,2.3307146546361177,4.7,8.0,6.66,1.9048922167046878,5.7,8.0,8.300833333333333,1.3658422972133284,7.7,9.225,6.903333333333333,1.0841807823591747,5.6,7.5,8.443,1.8234104610635136,8.0,9.5,0.5473333333333334,0.3273213761749484,1.7093750000000005,0.8586732817804672,-0.774,-0.3652016478490559,0.7473214285714294,0.30021894375841107,1.8920000000000003,1.2014370203148874,2.6714285714285717,1.2818630759991338,-0.5239999999999991,-0.35996923935934677,-0.5383928571428562,-0.43321000686667094,-1.436,-1.3160946822448585,-1.8267857142857142,-1.7582680549952203,-0.5660000000000007,-0.3572528369638025,-0.4883928571428573,-0.3082902522219991,0,0,0
RA-369,2022,2,F,2.5410899264935387,0,train,2022->2023,M,Escola Pública,2022,0,2011.0,11.0,0,1,0,0,4.0,5.5,7.2,0,4.75,0.75,6.9,9.0,7.5,2,6.7026666666666666,1.6721588419596278,5.641666666666667,7.791666666666666,6.274,2.1193770744427405,5.05,7.925,7.108,1.5747808399512457,6.5,8.149999999999999,8.424,1.4556799379096537,7.75,9.475,6.436,1.0911069084715237,5.6,7.5,8.566,1.5843121213823947,8.075,9.5,5.5406249999999995,1.990716418304754,4.074999999999999,7.25,4.752678571428571,2.4892547392772313,2.925,6.5,6.328571428571428,2.0840202213846877,5.2,8.0,8.438392857142857,1.242798754897085,7.9,9.3,6.826785714285714,1.0389688358927047,5.6,7.5,8.488392857142857,1.5841981821441657,8.0,9.5,6.458277777777778,1.8921299670361091,5.2,7.854166666666666,6.1575,2.3307146546361177,4.7,8.0,6.66,1.9048922167046878,5.7,8.0,8.300833333333333,1.3658422972133284,7.7,9.225,6.903333333333333,1.0841807823591747,5.6,7.5,8.443,1.8234104610635136,8.0,9.5,-1.9526666666666666,-1.1677519011162285,-0.7906249999999995,-0.39715601515623034,-2.274,-1.0729567793394743,-0.7526785714285706,-0.3023710508821267,-1.6079999999999997,-1.0210944654684664,-0.8285714285714283,-0.39758320004251196,-1.5239999999999991,-1.0469334366100096,-1.5383928571428562,-1.2378455088412519,1.064,0.9751565055073326,0.6732142857142858,0.6479638873247294,0.4339999999999993,0.2739359209227735,0.5116071428571427,0.3229439022362072,1,1,1
RA-373,2022,2,F,5.2855979604642185,0,train,2022->2023,M,Escola Pública,2022,0,2011.0,11.0,0,1,0,0,6.5,8.0,7.2,0,7.25,0.75,9.5,6.4,5.0,2,6.7026666666666666,1.6721588419596278,5.641666666666667,7.791666666666666,6.274,2.1193770744427405,5.05,7.925,7.108,1.5747808399512457,6.5,8.149999999999999,8.424,1.4556799379096537,7.75,9.475,6.436,1.0911069084715237,5.6,7.5,8.566,1.5843121213823947,8.075,9.5,5.5406249999999995,1.990716418304754,4.074999999999999,7.25,4.752678571428571,2.4892547392772313,2.925,6.5,6.328571428571428,2.0840202213846877,5.2,8.0,8.438392857142857,1.242798754897085,7.9,9.3,6.826785714285714,1.0389688358927047,5.6,7.5,8.488392857142857,1.5841981821441657,8.0,9.5,6.458277777777778,1.8921299670361091,5.2,7.854166666666666,6.1575,2.3307146546361177,4.7,8.0,6.66,1.9048922167046878,5.7,8.0,8.300833333333333,1.3658422972133284,7.7,9.225,6.903333333333333,1.0841807823591747,5.6,7.5,8.443,1.8234104610635136,8.0,9.5,0.5473333333333334,0.3273213761749484,1.7093750000000005,0.8586732817804672,0.22599999999999998,0.1066351064778897,1.7473214285714294,0.7019456068521029,0.8920000000000003,0.5664280243767864,1.6714285714285717,0.8020212828443779,1.0760000000000005,0.7391734762417136,1.0616071428571434,0.8542067962926582,-1.436,-1.3160946822448585,-1.8267857142857142,-1.7582680549952203,-2.1660000000000004,-1.3671548495823238,-2.088392857142857,-1.318264899355129,0,0,0
RA-374,2022,2,F,96.07782431992318,1,train,2022->2023,F,Escola Pública,2021,1,2010.0,12.0,-1,0,0,0,5.3,8.5,7.2,0,6.9,1.6,9.8,9.0,7.5,2,6.7026666666666666,1.6721588419596278,5.641666666666667,7.791666666666666,6.274,2.1193770744427405,5.05,7.925,7.108,1.5747808399512457,6.5,8.149999999999999,8.424,1.4556799379096537,7.75,9.475,6.436,1.0911069084715237,5.6,7.5,8.566,1.5843121213823947,8.075,9.5,5.5406249999999995,1.990716418304754,4.074999999999999,7.25,4.752678571428571,2.4892547392772313,2.925,6.5,6.328571428571428,2.0840202213846877,5.2,8.0,8.438392857142857,1.242798754897085,7.9,9.3,6.826785714285714,1.0389688358927047,5.6,7.5,8.488392857142857,1.5841981821441657,8.0,9.5,6.458277777777778,1.8921299670361091,5.2,7.854166666666666,6.1575,2.3307146546361177,4.7,8.0,6.66,1.9048922167046878,5.7,8.0,8.300833333333333,1.3658422972133284,7.7,9.225,6.903333333333333,1.0841807823591747,5.6,7.5,8.443,1.8234104610635136,8.0,9.5,0.1973333333333338,0.11801111735418385,1.3593750000000009,0.6828571802093297,-0.9740000000000002,-0.45956899871444507,0.5473214285714292,0.21987361113967266,1.3920000000000003,0.883932522345837,2.1714285714285717,1.0419421794217558,1.3760000000000012,0.945262735416913,1.3616071428571441,1.095597446885033,1.064,0.9751565055073326,0.6732142857142858,0.6479638873247294,0.4339999999999993,0.2739359209227735,0.5116071428571427,0.3229439022362072,0,0,0
